,Seasonal_Recovery,Enhanced_Prophet,ML_Trend_Corrected,Historical_Seasonal_Avg,Corrected_Ensemble
2025-09-16,48.755918175147016,48.27604749310843,23.781410076321595,48.29,42.29774459421246
2025-09-17,55.997634914690025,46.6225946028426,23.787125415554634,48.29,43.892979939290576
2025-09-18,51.133011019159795,53.29713507987037,23.79634370464018,48.29,44.77198650986262
2025-09-19,54.393052934426564,56.32682396623856,23.75963442899285,48.29,46.80121287575969
2025-09-20,41.77576097849719,46.99170684736371,23.75963442899285,48.29,39.748734297374675
2025-09-21,48.81623717764114,48.82744555498129,23.758159502739158,48.29,42.50301697322059
2025-09-22,48.76147299327953,42.93291209550185,23.75520965023179,48.29,40.42276354396746
2025-09-23,45.423744298525044,46.93474683104662,23.781410076321595,48.29,40.828637199504236
2025-09-24,53.44220625477587,47.3153834475169,23.787125415554634,48.29,43.36882743695234
2025-09-25,43.81722240285609,55.39624019218898,23.79634370464018,48.29,43.31193671428302
2025-09-26,49.35876054529572,47.768425300234625,23.75963442899285,48.29,42.295485625919056
2025-09-27,49.43882358576195,39.44056896291811,23.75963442899285,48.29,39.40475481999814
2025-09-28,46.128111889604945,44.529671992376066,23.758159502739158,48.29,40.1923586398979
2025-09-29,51.353042225620364,50.770953940180604,23.75520965023179,48.29,43.94354895930727
2025-09-30,44.771403405610045,56.94414945365936,23.781410076321595,48.29,44.136225849544196
2025-10-01,66.5054192146175,62.55095990816927,23.787125415554634,63.45,54.13624308613316
2025-10-02,75.61813752237248,63.91029408157622,23.79634370464018,63.45,57.34813011142347
2025-10-03,57.148704378866114,63.32168325073877,23.75963442899285,63.45,51.59210905866662
2025-10-04,56.94197781305606,62.645754002817405,23.75963442899285,63.45,51.29351585215113
2025-10-05,71.37491248432002,61.89211913882194,23.758159502739158,63.45,55.359255319568476
2025-10-06,68.55006256761142,74.13562376562933,23.75520965023179,63.45,58.796289500811646
2025-10-07,63.35445240149205,63.328983346258646,23.781410076321595,63.45,53.46183241071855
2025-10-08,67.38446098363086,71.92739043272616,23.787125415554634,63.45,57.681706300432076
2025-10-09,61.84223084491123,62.171879068151995,23.79634370464018,63.45,52.60691285348662
2025-10-10,61.502979224200025,66.73430991572421,23.75963442899285,63.45,54.0928108450117
2025-10-11,62.89843857338473,69.09834217401917,23.75963442899285,63.45,55.338859940170344
2025-10-12,57.87111119302645,62.576159587386634,23.758159502739158,63.45,51.54752908917805
2025-10-13,66.06864650784674,60.57091800426442,23.75520965023179,63.45,53.30421766640452
2025-10-14,62.537291652913744,59.948366595745156,23.781410076321595,63.45,52.033468323465335
2025-10-15,62.342844204028985,71.91838399793409,23.787125415554634,63.45,56.16606901437429
2025-10-16,61.47730291367536,61.10532023730644,23.79634370464018,63.45,52.124138883319915
2025-10-17,64.27460234295104,65.78216828868152,23.75963442899285,63.45,54.59104821117206
2025-10-18,62.912510334762956,60.65954214132961,23.75963442899285,63.45,52.389501457142465
2025-10-19,65.81657211595038,62.76026781457749,23.758159502739158,63.45,53.99560524557203
2025-10-20,67.52516042245045,62.892110265351,23.75520965023179,63.45,54.55358913216593
2025-10-21,66.11645853217085,66.79311286110921,23.781410076321595,63.45,55.50287958011989
2025-10-22,67.56198111909347,59.401374502265305,23.787125415554634,63.45,53.35085676540956
2025-10-23,57.28212679506733,63.42406821924917,23.79634370464018,63.45,51.67714784141746
2025-10-24,58.509961150102555,60.25961602131974,23.75963442899285,63.45,50.928762559740896
2025-10-25,58.31383174826473,62.370636618123335,23.75963442899285,63.45,51.60878094807081
2025-10-26,65.2280658342231,59.70209814454036,23.758159502739158,63.45,52.74869397654084
2025-10-27,62.60730739603914,59.277932515697856,23.75520965023179,63.45,51.81327101186394
2025-10-28,68.07110974289286,58.76166878639659,23.781410076321595,63.45,53.27826951718707
2025-10-29,64.76166663161978,69.22996367317614,23.787125415554634,63.45,55.950768628986246
2025-10-30,67.46826996321522,65.215067506383,23.79634370464018,63.45,55.35984054235867
2025-10-31,57.46902511947143,63.29450532041347,23.75963442899285,63.45,51.678693005234365
2025-11-01,70.85234098610438,73.43698583216913,23.75963442899285,74.75,60.37355594433873
2025-11-02,71.73690560349276,73.6380624673545,23.758159502739158,74.75,60.70893342030669
2025-11-03,71.41183755035948,77.43508659818467,23.75520965023179,74.75,61.93963398703043
2025-11-04,82.52519474458256,72.78253766241463,23.781410076321595,74.75,63.6517991243003
2025-11-05,81.23905877226429,80.67188238769604,23.787125415554634,74.75,66.02865782126158
2025-11-06,83.06262473975156,70.63633823511819,23.79634370464018,74.75,63.06559173037689
2025-11-07,72.66274000514942,78.0561192278883,23.75963442899285,74.75,62.533372338553946
2025-11-08,74.77213972720917,79.81856599182014,23.75963442899285,74.75,63.78304862254802
2025-11-09,75.9916204842083,73.70934385196219,23.758159502739158,74.75,62.01029636913405
2025-11-10,73.11154704838009,77.49258489721812,23.75520965023179,74.75,62.469671241098325
2025-11-11,74.09170371571108,72.21235756027936,23.781410076321595,74.75,60.922188779891506
2025-11-12,71.06197582768588,71.06778049743642,23.787125415554634,74.75,59.61409727629718
2025-11-13,73.31469490917195,81.58902663561629,23.79634370464018,74.75,63.97465372137734
2025-11-14,81.73700799460775,78.97673662124483,23.75963442899285,74.75,65.57786882306624
2025-11-15,74.0692835068258,66.17571512436209,23.75963442899285,74.75,58.79719395282269
2025-11-16,75.31953899137442,68.90045540833135,23.758159502739158,74.75,60.1255609660131
2025-11-17,75.94064179366184,74.53088112059622,23.75520965023179,74.75,62.28180334286519
2025-11-18,78.01362419576884,70.68538171591324,23.781410076321595,74.75,61.56432337838069
2025-11-19,75.6359617494286,73.50279291680629,23.787125415554634,74.75,61.83854739959945
2025-11-20,74.619786678588,70.43092203222781,23.79634370464018,74.75,60.46084464101619
2025-11-21,72.92318031196011,74.39957912352573,23.75963442899285,74.75,61.33171539407026
2025-11-22,83.82450115970013,75.4776529579726,23.75963442899285,74.75,64.97943749044867
2025-11-23,77.85941395444254,74.37054410153975,23.758159502739158,74.75,62.80205449755647
2025-11-24,71.60695166883261,75.24830495715979,23.75520965023179,74.75,61.23279464821366
2025-11-25,71.69199497328914,66.23608724129654,23.781410076321595,74.75,58.110581545520944
2025-11-26,73.94057646786379,66.47840327384696,23.787125415554634,74.75,58.87139544009424
2025-11-27,81.69659396277204,79.00234151975499,23.79634370464018,74.75,65.58388364690592
2025-11-28,71.84757768071455,71.96360686349614,23.75963442899285,74.75,60.15644431368624
2025-11-29,75.96324156618213,69.79714958720788,23.75963442899285,74.75,60.63288343262562
2025-11-30,65.82108411154303,69.7031339911201,23.758159502739158,74.75,57.55696200603974
2025-12-01,64.25035012640208,73.84929055336654,23.75520965023179,65.66,57.62715914415687
2025-12-02,67.14907736621348,62.821499039795725,23.781410076321595,65.66,54.64360039287296
2025-12-03,65.93629509019915,66.39394222263027,23.787125415554634,65.66,55.53154965886901
2025-12-04,71.87328432082865,61.09311070936728,23.79634370464018,65.66,55.4596599706872
2025-12-05,67.910558945974,61.642439447597546,23.75963442899285,65.66,54.45393009769956
2025-12-06,60.23324937999503,72.77982313694204,23.75963442899285,65.66,56.04882151917645
2025-12-07,69.19905980867776,63.24116655577983,23.758159502739158,65.66,55.39966611281106
2025-12-08,58.74258574271863,69.72746065127055,23.75520965023179,65.66,54.53218936331824
2025-12-09,61.190835685572964,70.01645924604821,23.781410076321595,65.66,55.37436396086917
2025-12-10,65.39419286726809,73.59234399621803,23.787125415554634,65.66,57.888359612745404
2025-12-11,66.64748828503241,64.74213864758467,23.79634370464018,65.66,55.16908093832441
2025-12-12,61.17416940055564,69.40498948616273,23.75963442899285,65.66,55.14990574757187
2025-12-13,67.45894853826417,60.973227702342925,23.75963442899285,65.66,54.08422286454749
2025-12-14,62.93950371879255,71.87836461497129,23.758159502739158,65.66,56.54481860656251
2025-12-15,70.5035662561024,66.36058090766069,23.75520965023179,65.66,56.882075607069915
2025-12-16,64.3265087838188,59.436708900641804,23.781410076321595,65.66,52.61215326945068
2025-12-17,60.640914082959895,57.09296060802894,23.787125415554634,65.66,50.68759179158677
2025-12-18,64.33079619095578,66.01933505639278,23.79634370464018,65.66,54.92109205318426
2025-12-19,67.7517602736376,68.27266812309963,23.75963442899285,65.66,56.72687053242437
2025-12-20,67.20255386087479,56.623615900366346,23.75963442899285,65.66,52.48494033063888
2025-12-21,69.65730594665884,64.77301293987276,23.758159502739158,65.66,56.073286188637915
2025-12-22,69.62466829289386,71.45242554833372,23.75520965023179,65.66,58.400551842342914
2025-12-23,65.97413223494934,64.0515860974612,23.781410076321595,65.66,54.72164732367663
2025-12-24,64.9695084613512,69.12599587779377,23.787125415554634,65.66,56.19773244952185
2025-12-25,65.51736582203391,64.82632898499692,23.79634370464018,65.66,54.85951081751915
2025-12-26,70.100610131432,63.30240504107457,23.75963442899285,65.66,55.691933411053924
2025-12-27,66.64566994759859,63.426401746403606,23.75963442899285,65.66,54.69885020276906
2025-12-28,64.14317270818243,67.1740057979488,23.758159502739158,65.66,55.2593937174216
2025-12-29,56.594612821603604,69.56004341299973,23.75520965023179,65.66,53.829201453588944
2025-12-30,63.363565081569476,65.37270383496299,23.781410076321595,65.66,54.4008683857883
2025-12-31,66.09789068009258,68.00280235639839,23.787125415554634,65.66,56.14312938265588
2026-01-01,71.26069185538738,74.05710461063808,23.79634370464018,68.38,60.085280096499595
2026-01-02,74.20079133861931,67.70441188589035,23.895327644332085,68.38,58.76861347273045
2026-01-03,64.9186902502204,69.09386607113767,23.90712705436158,68.38,56.473241963554706
2026-01-04,69.30582027409615,65.19643631952435,23.90565212810789,68.38,56.42491182608934
2026-01-05,72.934304205729,73.36143860946774,23.90417720185421,68.38,60.370839075495965
2026-01-06,71.04441253418719,64.35203170506273,23.921528070421893,68.38,56.65491687463359
2026-01-07,66.30622735707914,67.40726421460737,23.92724340965493,68.38,56.304221534650054
2026-01-08,64.94225583521238,66.72337949533335,23.932036919979414,68.38,55.65686880392524
2026-01-09,76.10176873915505,70.6615854517761,23.895327644332085,68.38,60.373917440951175
2026-01-10,64.23570669398134,66.79661160484719,23.90712705436158,68.38,55.464307833481314
2026-01-11,62.25972573597339,74.37177684697085,23.90565212810789,68.38,57.522452649258796
2026-01-12,64.94600504557098,71.83599712614918,23.90417720185421,68.38,57.44044480828707
2026-01-13,69.83874824879241,63.47783579408369,23.921528070421893,68.38,55.98724902017249
2026-01-14,70.76558777521919,68.99781953515918,23.92724340965493,68.38,58.198724022285205
2026-01-15,69.04966707626347,68.16629931583644,23.932036919979414,68.38,57.394114113416656
2026-01-16,65.12718801100038,67.13570463951707,23.895327644332085,68.38,55.84748493821412
2026-01-17,72.41325234098281,66.14802264989375,23.90712705436158,68.38,57.69056539334805
2026-01-18,63.79227235479623,63.24823111100832,23.90565212810789,68.38,54.08897562731876
2026-01-19,65.86548488015363,64.1506823402989,23.90417720185421,68.38,55.02642858361426
2026-01-20,70.42954489687709,67.86403336707954,23.921528070421893,68.38,57.69965716514644
2026-01-21,61.397606702279504,69.14041779650574,23.92724340965493,68.38,55.4382390918746
2026-01-22,71.25146783850003,72.26783815971665,23.932036919979414,68.38,59.4901929374457
2026-01-23,67.48559844435388,70.21000356332843,23.895327644332085,68.38,57.63101269155415
2026-01-24,65.82843046713539,73.87368827590645,23.90712705436158,68.38,58.41910180029827
2026-01-25,66.77931862593842,64.73101285709112,23.90565212810789,68.38,55.50406311979039
2026-01-26,67.84914636320639,73.65017240699395,23.90417720185421,68.38,58.946348551873356
2026-01-27,66.8489878936378,68.40649397205092,23.921528070421893,68.38,56.815351275914644
2026-01-28,66.80365978723724,74.10457897231613,23.92724340965493,68.38,58.797511428895554
2026-01-29,68.16246567127735,68.20462064619393,23.932036919979414,68.38,57.14136615754594
2026-01-30,64.06623581503212,64.555134164505,23.895327644332085,68.38,54.62599961316941
2026-01-31,62.99962137203131,71.6079449221602,23.90712705436158,68.38,56.777448897955864
2026-02-01,77.71837446640409,83.4214644722373,23.90565212810789,84.51,66.94043793723127
2026-02-02,83.96407890943757,89.18770799308525,23.90417720185421,84.51,70.83196577087467
2026-02-03,87.95946373139941,84.08550380044015,23.921528070421893,84.51,70.24914746717936
2026-02-04,87.975985002817,89.36689224967816,23.92724340965493,84.51,72.1040186406462
2026-02-05,88.50883121383322,80.51654675823642,23.932036919979414,84.51,69.16744995952757
2026-02-06,83.07392688817788,80.5078624166265,23.895327644332085,84.51,67.52476182335566
2026-02-07,83.97492944949838,82.17086693893617,23.90712705436158,84.51,68.38006402706758
2026-02-08,83.61144255801192,82.9621706520164,23.90565212810789,84.51,68.54760552763629
2026-02-09,82.59333209253163,86.22898626718832,23.90417720185421,84.51,69.38518912173897
2026-02-10,82.06591071504837,85.81434523518317,23.921528070421893,84.51,69.0861760644341
2026-02-11,85.09816571369802,87.9486383542678,23.92724340965493,84.51,70.74428399051688
2026-02-12,86.2522365360402,76.66810909927196,23.932036919979414,84.51,67.14351837555212
2026-02-13,77.7236568837545,80.8513545297183,23.895327644332085,84.51,66.03990306161079
